"T1","T2","Season","X1_WinRatio14d","X1_PointsMean","X1_PointsMedian","X1_PointsDiffMean","X1_FgaMean","X1_FgaMedian","X1_FgaMin","X1_FgaMax","X1_AstMean","X1_BlkMean","X1_OppFgaMean","X1_OppFgaMin","X2_WinRatio14d","X2_PointsMean","X2_PointsMedian","X2_PointsDiffMean","X2_FgaMean","X2_FgaMedian","X2_FgaMin","X2_FgaMax","X2_AstMean","X2_BlkMean","X2_OppFgaMean","X2_OppFgaMin","Seed1","Seed2","SeedDiff","quality_march_T1","quality_march_T2"
1211,1371,2016,1,79.5,83,12.75,57.6875,58,45,69,13.875,3,60.5625,47,0.8,74.8484848484848,75,7.06060606060606,58.6969696969697,58,47,71,13.5454545454545,4.66666666666667,59.7272727272727,47,11,6,5,0.961098887552743,1.01713740761017
1231,1151,2016,0.666666666666667,82.28125,80,13.375,58.25,58.5,43,78,15.96875,3.96875,58.09375,46,1,74.78125,75,7.6875,55.6875,56,45,71,13.96875,4.75,55.78125,42,5,12,-7,1.18310222334575,0.999512457291917
1235,1233,2016,0.333333333333333,81.84375,82.5,6.875,62.1875,64,50,70,16.53125,4.21875,64.84375,50,1,79.59375,78,5.9375,60.84375,60,49,78,16.84375,4.125,60.28125,45,4,13,-9,1.04981074975363,0.919654586980206
1242,1122,2016,1,80.3030303030303,76,12.6969696969697,57.6060606060606,56,41,94,15.4545454545455,4,57.6060606060606,42,1,74.7272727272727,76,-2.36363636363636,55.6666666666667,56,43,72,12.8787878787879,2.75757575757576,59.6666666666667,48,1,16,-15,1.41169316515536,0.920844912252109
1246,1392,2016,1,79.6764705882353,80,11.4117647058824,59.6764705882353,59.5,47,72,14.4117647058824,5.64705882352941,57.4705882352941,48,1,75.4666666666667,75.5,10.2666666666667,58.9333333333333,57.5,45,75,16.3,4.6,57.0333333333333,45,4,13,-9,1.03596187557283,0.956651910537219
1274,1138,2016,0.5,75.625,74,8.8125,54.875,55,42,64,12.8125,3.625,57.46875,47,0.8,76.6060606060606,76,0.666666666666667,59.4545454545455,60,44,73,12.5454545454545,3.48484848484848,60.2121212121212,43,3,14,-11,1.20115900568987,0.854038277257087
1314,1195,2016,1,82.2647058823529,81,12.7058823529412,64.3235294117647,65.5,47,76,18.1176470588235,4.38235294117647,60.2058823529412,50,1,75.5862068965517,77,2.72413793103448,60.0689655172414,59,44,88,12.8965517241379,4.03448275862069,60.1034482758621,47,1,16,-15,1.17878288244355,0.924129375878257
1344,1425,2016,0.75,73.969696969697,74,4.24242424242424,59.8181818181818,58,47,73,15.9090909090909,3.60606060606061,59.2727272727273,43,0.5,80.8484848484848,79,6.09090909090909,63.1818181818182,64,50,79,14.8787878787879,5.45454545454545,65.2424242424242,51,9,8,1,0.913715367420666,0.882034635283224
1428,1201,2016,0.75,76.4848484848485,77,7.48484848484848,55.4848484848485,57,34,70,15.2727272727273,4.21212121212121,61.7878787878788,49,1,74.625,72.5,3.46875,60.6875,60,42,89,13.0625,3.71875,55.125,43,3,14,-11,1.07370813396727,0.965050421302235
1438,1214,2016,0.8,70.3636363636364,68,10.6969696969697,52.8181818181818,53,39,65,14.3333333333333,2.93939393939394,49.3939393939394,42,0.8,74.9666666666667,75,0.9,61.5666666666667,60,49,79,12.2666666666667,3.66666666666667,60.4,49,1,16,-15,1.21179230381967,0.95664172910588
1455,1112,2016,0.5,73.1290322580645,74,13.7096774193548,57.9032258064516,59,45,74,14.3225806451613,3.58064516129032,48.8387096774194,34,0.75,81.2121212121212,82,12.2121212121212,58.2424242424242,59,41,81,14.5151515151515,4.78787878787879,60.8181818181818,44,11,6,5,0.92767775004987,1.03550823199455
1463,1124,2016,1,74.4814814814815,76,10.962962962963,56.037037037037,56,39,66,15.0740740740741,4.51851851851852,54.7407407407407,46,0.25,76.3125,75,6.6875,57.875,59,47,69,17.09375,3.96875,54.0625,44,12,5,7,0.918009829643648,0.871573205522977
1218,1143,2016,0.8,77.1333333333333,75.5,10.8,56.4666666666667,55,46,76,15.6333333333333,3.9,56.4666666666667,43,0.5,75.1212121212121,75,8.09090909090909,57,57,41,71,12.969696969697,4.81818181818182,58.7878787878788,47,13,4,9,0.963780972386422,1.07809482663522
1234,1396,2016,0.333333333333333,78.0967741935484,77,9.38709677419355,61.2258064516129,62,51,72,16,4.83870967741935,61.3225806451613,52,0.75,68.65625,67.5,1.21875,61.15625,61,52,76,13.53125,3.125,58.875,48,7,10,-3,1.00121260093889,0.897663849371909
1268,1355,2016,0.5,75.53125,75.5,9.125,54.59375,56,45,66,14.0625,5.375,59.1875,50,1,75.8064516129032,77,7.03225806451613,57.0322580645161,57,45,83,11.2903225806452,2.12903225806452,55.4516129032258,36,5,12,-7,0.936795531085536,1.03577749087128
1292,1277,2016,1,72.3225806451613,69,4.09677419354839,57.7096774193548,56,48,71,13.0322580645161,3.48387096774194,54.3225806451613,43,1,79.7647058823529,78.5,16.3823529411765,59.5294117647059,59,49,76,20.5588235294118,5.14705882352941,57.8235294117647,47,15,2,13,0.958487542926162,1.19496162473673
1320,1400,2016,1,67.5454545454545,67,4.63636363636364,51.4242424242424,50,43,65,11.8484848484848,2.63636363636364,55.030303030303,45,0.333333333333333,71.34375,71,3.28125,57.125,57,41,74,11.46875,4.375,56.28125,44,11,6,5,1.07855562109857,0.916427411205199
1323,1276,2016,0.5,75.71875,78,5.125,57.625,56,48,72,13.46875,3.90625,59.9375,49,0.5,74.4242424242424,72,6.24242424242424,56.7878787878788,58,47,68,14.969696969697,2.09090909090909,55.9090909090909,47,6,11,-5,0.914977675233159,0.824134599861347
1328,1167,2016,0.75,80.40625,78.5,9.96875,60.25,60.5,41,88,14.53125,5.25,63.25,50,1,71.7586206896552,71,8.48275862068965,58,60,49,67,14.9655172413793,5.06896551724138,53.7241379310345,40,2,15,-13,1.21807253452401,0.957733741019046
1332,1221,2016,1,78.5454545454545,77,9.15151515151515,58.8787878787879,59,51,70,13.6363636363636,5.81818181818182,57.4545454545455,41,1,65.3333333333333,66,-4.33333333333333,54.0909090909091,54,42,68,13.9090909090909,2.51515151515152,53.1818181818182,43,1,16,-15,1.30019360040006,0.965401185027849
1372,1452,2016,1,79.5357142857143,82,15.2857142857143,58.4285714285714,58.5,44,70,18.3571428571429,3.28571428571429,50.9285714285714,43,0.8,79.2058823529412,79,12.5882352941176,60.2941176470588,60.5,46,84,14.7647058823529,2.52941176470588,48.7647058823529,38,14,3,11,0.919072864458206,1.05532823946557
1386,1153,2016,0.6,77.5882352941177,78.5,7.67647058823529,59.9411764705882,60,50,72,15.1176470588235,3.38235294117647,62.0588235294118,46,0.333333333333333,73.1875,69.5,10.3125,60.15625,60,47,82,15.46875,5.8125,57.78125,42,8,9,-1,1.07624302934654,0.995021021644902
1393,1173,2016,0,70.21875,72,4.5,56.125,55,46,71,14.0625,4.0625,57.34375,43,0.75,73.1875,72,7.375,55.625,55.5,41,73,14.6875,4.4375,57.15625,46,10,7,3,0.910594488525226,0.930433573088326
1401,1453,2016,0.8,75.9117647058823,75,10.3823529411765,59.2941176470588,61,45,72,16.8823529411765,3.76470588235294,56.7647058823529,48,1,83.2121212121212,85,2.6969696969697,65.2727272727273,65,47,81,13.8787878787879,4.60606060606061,63.030303030303,47,3,14,-11,1.18313091527777,0.95921108741053
1433,1333,2016,0.6,77.2058823529412,75.5,9.91176470588235,62.2352941176471,62.5,46,73,14.3529411764706,3.82352941176471,54.6764705882353,35,0.5,72,71,1.43333333333333,57.5666666666667,58.5,48,68,13.3666666666667,3.26666666666667,56.0333333333333,43,10,7,3,0.962815155299834,0.979602778941022
1437,1421,2016,0.8,76.9705882352941,77,13.2647058823529,56.9411764705882,57,47,69,16.1470588235294,3.41176470588235,56.1764705882353,46,1,74.4838709677419,78,5.45161290322581,57.5161290322581,57,44,81,12,3.2258064516129,57.0967741935484,47,2,15,-13,1.22990819354547,0.922643525469299
1458,1338,2016,0.333333333333333,68.875,67,4.3125,54.625,55,43,68,11.59375,3.1875,53.28125,43,0.25,75.7741935483871,74,7.06451612903226,58.0967741935484,57,46,83,16.7741935483871,3.45161290322581,56.0645161290323,45,7,10,-3,1.03781604728477,1.00594004938803
1462,1451,2016,0.666666666666667,81.34375,84,10.3125,60.5625,59,50,83,16.375,3.0625,59.1875,44,0.8,74.5161290322581,74,6.06451612903226,52.7096774193548,53,37,75,13,3.32258064516129,60.258064516129,46,2,15,-13,1.26146940319121,1.00146148763215
1181,1463,2016,0.5,81.4545454545455,80,9.39393939393939,59.7575757575758,59,47,77,13.4848484848485,4.18181818181818,62,51,1,74.4814814814815,76,10.962962962963,56.037037037037,56,39,66,15.0740740740741,4.51851851851852,54.7407407407407,46,4,12,-8,1.00774749521304,0.918009829643648
1211,1428,2016,1,79.5,83,12.75,57.6875,58,45,69,13.875,3,60.5625,47,0.75,76.4848484848485,77,7.48484848484848,55.4848484848485,57,34,70,15.2727272727273,4.21212121212121,61.7878787878788,49,11,3,8,0.961098887552743,1.07370813396727
1231,1246,2016,0.666666666666667,82.28125,80,13.375,58.25,58.5,43,78,15.96875,3.96875,58.09375,46,1,79.6764705882353,80,11.4117647058824,59.6764705882353,59.5,47,72,14.4117647058824,5.64705882352941,57.4705882352941,48,5,4,1,1.18310222334575,1.03596187557283
1235,1114,2016,0.333333333333333,81.84375,82.5,6.875,62.1875,64,50,70,16.53125,4.21875,64.84375,50,0.75,70,72,9.93548387096774,54.7741935483871,53,44,70,12.9032258064516,3.06451612903226,51.4838709677419,42,4,12,-8,1.04981074975363,0.998020319744531
1242,1163,2016,1,80.3030303030303,76,12.6969696969697,57.6060606060606,56,41,94,15.4545454545455,4,57.6060606060606,42,0.8,73.4117647058823,73,10.3235294117647,57.6176470588235,57,47,82,13.8529411764706,5.02941176470588,56.7941176470588,41,1,9,-8,1.41169316515536,0.858990227126149
1274,1455,2016,0.5,75.625,74,8.8125,54.875,55,42,64,12.8125,3.625,57.46875,47,0.5,73.1290322580645,74,13.7096774193548,57.9032258064516,59,45,74,14.3225806451613,3.58064516129032,48.8387096774194,34,3,11,-8,1.20115900568987,0.92767775004987
1314,1344,2016,1,82.2647058823529,81,12.7058823529412,64.3235294117647,65.5,47,76,18.1176470588235,4.38235294117647,60.2058823529412,50,0.75,73.969696969697,74,4.24242424242424,59.8181818181818,58,47,73,15.9090909090909,3.60606060606061,59.2727272727273,43,1,9,-8,1.17878288244355,0.913715367420666
1438,1139,2016,0.8,70.3636363636364,68,10.6969696969697,52.8181818181818,53,39,65,14.3333333333333,2.93939393939394,49.3939393939394,42,0.666666666666667,80.5806451612903,78,9.41935483870968,60.1290322580645,62,45,88,14.3548387096774,3.35483870967742,57.1935483870968,46,1,9,-8,1.21179230381967,0.914147760872362
1268,1218,2016,0.5,75.53125,75.5,9.125,54.59375,56,45,66,14.0625,5.375,59.1875,50,0.8,77.1333333333333,75.5,10.8,56.4666666666667,55,46,76,15.6333333333333,3.9,56.4666666666667,43,5,13,-8,0.936795531085536,0.963780972386422
1323,1372,2016,0.5,75.71875,78,5.125,57.625,56,48,72,13.46875,3.90625,59.9375,49,1,79.5357142857143,82,15.2857142857143,58.4285714285714,58.5,44,70,18.3571428571429,3.28571428571429,50.9285714285714,43,6,14,-8,0.914977675233159,0.919072864458206
1328,1433,2016,0.75,80.40625,78.5,9.96875,60.25,60.5,41,88,14.53125,5.25,63.25,50,0.6,77.2058823529412,75.5,9.91176470588235,62.2352941176471,62.5,46,73,14.3529411764706,3.82352941176471,54.6764705882353,35,2,10,-8,1.21807253452401,0.962815155299834
1332,1386,2016,1,78.5454545454545,77,9.15151515151515,58.8787878787879,59,51,70,13.6363636363636,5.81818181818182,57.4545454545455,41,0.6,77.5882352941177,78.5,7.67647058823529,59.9411764705882,60,50,72,15.1176470588235,3.38235294117647,62.0588235294118,46,1,8,-7,1.30019360040006,1.07624302934654
1393,1292,2016,0,70.21875,72,4.5,56.125,55,46,71,14.0625,4.0625,57.34375,43,1,72.3225806451613,69,4.09677419354839,57.7096774193548,56,48,71,13.0322580645161,3.48387096774194,54.3225806451613,43,10,15,-5,0.910594488525226,0.958487542926162
1401,1320,2016,0.8,75.9117647058823,75,10.3823529411765,59.2941176470588,61,45,72,16.8823529411765,3.76470588235294,56.7647058823529,48,1,67.5454545454545,67,4.63636363636364,51.4242424242424,50,43,65,11.8484848484848,2.63636363636364,55.030303030303,45,3,11,-8,1.18313091527777,1.07855562109857
1437,1234,2016,0.8,76.9705882352941,77,13.2647058823529,56.9411764705882,57,47,69,16.1470588235294,3.41176470588235,56.1764705882353,46,0.333333333333333,78.0967741935484,77,9.38709677419355,61.2258064516129,62,51,72,16,4.83870967741935,61.3225806451613,52,2,7,-5,1.22990819354547,1.00121260093889
1458,1462,2016,0.333333333333333,68.875,67,4.3125,54.625,55,43,68,11.59375,3.1875,53.28125,43,0.666666666666667,81.34375,84,10.3125,60.5625,59,50,83,16.375,3.0625,59.1875,44,7,2,5,1.03781604728477,1.26146940319121
1242,1268,2016,1,80.3030303030303,76,12.6969696969697,57.6060606060606,56,41,94,15.4545454545455,4,57.6060606060606,42,0.5,75.53125,75.5,9.125,54.59375,56,45,66,14.0625,5.375,59.1875,50,1,5,-4,1.41169316515536,0.936795531085536
1328,1401,2016,0.75,80.40625,78.5,9.96875,60.25,60.5,41,88,14.53125,5.25,63.25,50,0.8,75.9117647058823,75,10.3823529411765,59.2941176470588,61,45,72,16.8823529411765,3.76470588235294,56.7647058823529,48,2,3,-1,1.21807253452401,1.18313091527777
1332,1181,2016,1,78.5454545454545,77,9.15151515151515,58.8787878787879,59,51,70,13.6363636363636,5.81818181818182,57.4545454545455,41,0.5,81.4545454545455,80,9.39393939393939,59.7575757575758,59,47,77,13.4848484848485,4.18181818181818,62,51,1,4,-3,1.30019360040006,1.00774749521304
1437,1274,2016,0.8,76.9705882352941,77,13.2647058823529,56.9411764705882,57,47,69,16.1470588235294,3.41176470588235,56.1764705882353,46,0.5,75.625,74,8.8125,54.875,55,42,64,12.8125,3.625,57.46875,47,2,3,-1,1.22990819354547,1.20115900568987
1314,1231,2016,1,82.2647058823529,81,12.7058823529412,64.3235294117647,65.5,47,76,18.1176470588235,4.38235294117647,60.2058823529412,50,0.666666666666667,82.28125,80,13.375,58.25,58.5,43,78,15.96875,3.96875,58.09375,46,1,5,-4,1.17878288244355,1.18310222334575
1323,1458,2016,0.5,75.71875,78,5.125,57.625,56,48,72,13.46875,3.90625,59.9375,49,0.333333333333333,68.875,67,4.3125,54.625,55,43,68,11.59375,3.1875,53.28125,43,6,7,-1,0.914977675233159,1.03781604728477
1393,1211,2016,0,70.21875,72,4.5,56.125,55,46,71,14.0625,4.0625,57.34375,43,1,79.5,83,12.75,57.6875,58,45,69,13.875,3,60.5625,47,10,11,-1,0.910594488525226,0.961098887552743
1438,1235,2016,0.8,70.3636363636364,68,10.6969696969697,52.8181818181818,53,39,65,14.3333333333333,2.93939393939394,49.3939393939394,42,0.333333333333333,81.84375,82.5,6.875,62.1875,64,50,70,16.53125,4.21875,64.84375,50,1,4,-3,1.21179230381967,1.04981074975363
1328,1332,2016,0.75,80.40625,78.5,9.96875,60.25,60.5,41,88,14.53125,5.25,63.25,50,1,78.5454545454545,77,9.15151515151515,58.8787878787879,59,51,70,13.6363636363636,5.81818181818182,57.4545454545455,41,2,1,1,1.21807253452401,1.30019360040006
1437,1242,2016,0.8,76.9705882352941,77,13.2647058823529,56.9411764705882,57,47,69,16.1470588235294,3.41176470588235,56.1764705882353,46,1,80.3030303030303,76,12.6969696969697,57.6060606060606,56,41,94,15.4545454545455,4,57.6060606060606,42,2,1,1,1.22990819354547,1.41169316515536
1314,1323,2016,1,82.2647058823529,81,12.7058823529412,64.3235294117647,65.5,47,76,18.1176470588235,4.38235294117647,60.2058823529412,50,0.5,75.71875,78,5.125,57.625,56,48,72,13.46875,3.90625,59.9375,49,1,6,-5,1.17878288244355,0.914977675233159
1393,1438,2016,0,70.21875,72,4.5,56.125,55,46,71,14.0625,4.0625,57.34375,43,0.8,70.3636363636364,68,10.6969696969697,52.8181818181818,53,39,65,14.3333333333333,2.93939393939394,49.3939393939394,42,10,1,9,0.910594488525226,1.21179230381967
1314,1393,2016,1,82.2647058823529,81,12.7058823529412,64.3235294117647,65.5,47,76,18.1176470588235,4.38235294117647,60.2058823529412,50,0,70.21875,72,4.5,56.125,55,46,71,14.0625,4.0625,57.34375,43,1,10,-9,1.17878288244355,0.910594488525226
1437,1328,2016,0.8,76.9705882352941,77,13.2647058823529,56.9411764705882,57,47,69,16.1470588235294,3.41176470588235,56.1764705882353,46,0.75,80.40625,78.5,9.96875,60.25,60.5,41,88,14.53125,5.25,63.25,50,2,2,0,1.22990819354547,1.21807253452401
1437,1314,2016,0.8,76.9705882352941,77,13.2647058823529,56.9411764705882,57,47,69,16.1470588235294,3.41176470588235,56.1764705882353,46,1,82.2647058823529,81,12.7058823529412,64.3235294117647,65.5,47,76,18.1176470588235,4.38235294117647,60.2058823529412,50,2,1,1,1.22990819354547,1.17878288244355
1243,1448,2017,0.75,71.7272727272727,70,4.78787878787879,54,53,42,68,14.969696969697,3.78787878787879,55.3030303030303,45,0.75,82.65625,83,4.75,59.4375,58,47,70,15.5625,3.75,59.40625,45,11,11,0,0.796767406079686,0.688177616453275
1291,1309,2017,1,68.3235294117647,71,-0.264705882352941,55.0882352941176,54,42,70,11.1470588235294,4,56.6176470588235,46,0.75,70.75,71.5,1.32142857142857,54,54,42,64,15.0714285714286,3,56,47,16,16,0,0.57496239301336,0.701016104427689
1413,1300,2017,0.8,69.375,68.5,0.5,55.6875,56,44,65,12.5,3.5,57.0625,47,0.6,73.3333333333333,72.5,9.43333333333333,57.4666666666667,57,47,71,13.6333333333333,3.26666666666667,59.3666666666667,48,16,16,0,NA,1.11610166444985
1425,1344,2017,0.75,78.6969696969697,78,5.51515151515152,59.9090909090909,59,46,81,15.3030303030303,5.42424242424242,62.8484848484849,50,0.666666666666667,70.25,70.5,3.625,54.5,54.5,40,67,14.1875,3,55.71875,42,11,11,0,0.88129293114959,1.12059099565391
1112,1315,2017,1,76.2647058823529,76.5,10.8235294117647,55.0882352941176,54,45,72,13.7941176470588,3.23529411764706,57.2058823529412,46,0.8,78.6785714285714,78,4.39285714285714,58.8928571428571,59,44,69,14.75,2.82142857142857,58.2142857142857,46,2,15,-13,1.31501283621296,NA
1139,1457,2017,0,76.2903225806452,75,7.90322580645161,56.1290322580645,56,42,66,13.1935483870968,2.80645161290323,53.5806451612903,43,1,79.3,80,8.1,58.5666666666667,58.5,50,77,12.8666666666667,5.3,60.7,49,4,13,-9,1.69186802468455,0.828759135368975
1196,1190,2017,0.333333333333333,78.28125,78,11.71875,59.15625,58.5,51,71,12.625,4.84375,57.75,47,0.75,79.59375,78.5,10.1875,55.71875,55,41,77,14.84375,4.875,55.84375,45,4,13,-9,0.990667061664524,0.894777821672044
1199,1195,2017,0.5,82.4545454545455,83,11.1818181818182,61.5757575757576,60,48,72,14.6969696969697,5.09090909090909,58.6666666666667,42,1,76.4333333333333,77.5,6.06666666666667,58.0333333333333,57.5,47,66,14,3.36666666666667,57.6666666666667,48,3,14,-11,1.7533993782171,0.729307220460343
1211,1355,2017,1,84.5757575757576,83,23.4242424242424,58.6363636363636,58,46,73,16.030303030303,4.45454545454545,61.030303030303,48,1,77.09375,79.5,-1.0625,55.53125,56.5,43,72,13.03125,2.25,61.1875,52,1,16,-15,1.79561660298552,0.778823532646056
1235,1305,2017,0.8,80.8787878787879,79,8.87878787878788,62.7878787878788,61,45,86,15.8181818181818,3.57575757575758,62.0909090909091,50,1,79.9705882352941,80.5,9.02941176470588,59.3235294117647,60,47,75,16.0588235294118,4.35294117647059,61.6176470588235,51,5,12,-7,1.24773221552186,0.887582523224618
1292,1278,2017,1,74.2121212121212,72,10.9090909090909,57.3333333333333,58,40,72,15.030303030303,2.84848484848485,52.030303030303,40,0.5,75.2727272727273,77,6.18181818181818,60.1818181818182,59,50,82,14.9090909090909,6.78787878787879,63.1515151515151,48,12,5,7,1.09235972906429,1.05137218840299
1321,1435,2017,0.6,71.0882352941177,68.5,6.02941176470588,58.0294117647059,59.5,47,67,15.2647058823529,5,56.2058823529412,49,0.6,71.2647058823529,72,3.11764705882353,54.1470588235294,55,45,65,12.9705882352941,3.76470588235294,58.1176470588235,41,8,9,-1,0.897588638365963,0.724187432433815
1323,1343,2017,0.6,78,77.5,8.79411764705882,59.7941176470588,59,46,70,16,3.76470588235294,58.9705882352941,50,1,70.8214285714286,70.5,8.78571428571429,56.5357142857143,56.5,44,72,13.8214285714286,3.17857142857143,51.75,41,5,12,-7,1.1094559761647,0.989105501379433
1345,1436,2017,0.666666666666667,80.125,79.5,12.96875,58.25,58,45,75,18.125,2.5,61.3125,51,1,73.3939393939394,74,10.5454545454545,54.2424242424242,54,43,66,13.2424242424242,4.45454545454545,54.5454545454545,42,4,13,-9,1.39982815562935,0.737205811929134
1388,1433,2017,0.666666666666667,72,72,15.5,53.0625,52.5,40,68,16.75,3.1875,52.375,42,0.6,74.6764705882353,74.5,8.26470588235294,58.3823529411765,58,47,68,15.2647058823529,3.94117647058824,54.4705882352941,44,7,10,-3,0.989886134192943,0.945501576628292
1437,1291,2017,1,77.6764705882353,77,14.8823529411765,54.0294117647059,54,40,67,14.2941176470588,3.08823529411765,56.2352941176471,47,1,68.3235294117647,71,-0.264705882352941,55.0882352941176,54,42,70,11.1470588235294,4,56.6176470588235,46,1,16,-15,2.12811069400236,0.57496239301336
1438,1423,2017,0.75,66.59375,68.5,10.96875,53.65625,52.5,42,67,14.25,4.0625,48.21875,40,1,83.125,82,9.03125,63.125,63.5,49,79,15.65625,3.4375,55.25,40,5,12,-7,1.17927015422431,0.99869154747129
1452,1137,2017,0.6,81.9705882352941,83.5,15.6470588235294,63.3235294117647,62.5,51,83,16.7352941176471,4.67647058823529,52.6764705882353,40,1,76.1470588235294,75,8.79411764705882,55.9705882352941,55,40,72,14.6176470588235,3.82352941176471,57.3529411764706,46,4,13,-9,1.52668242954079,0.873898767658285
1458,1439,2017,0.6,71.9411764705882,72.5,10.5294117647059,58,58,48,73,13.5294117647059,3.55882352941176,53.8529411764706,45,0.5,79.25,80,4.84375,55.125,56.5,37,69,15.09375,2.78125,61.53125,49,8,9,-1,0.881761095786101,0.761080923212023
1462,1268,2017,0.6,74.6176470588235,77.5,3.26470588235294,56.7352941176471,57,43,70,14.8529411764706,2.67647058823529,56.0882352941176,43,0.666666666666667,73.5483870967742,74,5,55.6129032258064,55,44,73,14.2258064516129,4.64516129032258,58.6129032258064,47,11,6,5,0.702024645405001,1.22533755342566
1116,1371,2017,0.6,79.7941176470588,78,5.79411764705882,60.1764705882353,60,51,77,14.0882352941176,4.73529411764706,59.6176470588235,39,0.75,73.3125,71.5,3.125,58.71875,60,49,71,12.3125,2.46875,56.65625,46,8,9,-1,0.753963052017919,0.940192505930791
1124,1308,2017,0.666666666666667,71.6129032258064,71,8.58064516129032,55.2258064516129,56,39,67,15.4838709677419,4.87096774193548,56.0645161290323,44,1,77.4333333333333,78,9.36666666666667,56.5666666666667,58,39,83,14.6666666666667,3.5,57.3,48,3,14,-11,1.45440978550027,NA
1153,1243,2017,0.8,74.4705882352941,72.5,13.6470588235294,59.2941176470588,59,47,75,15.8235294117647,5.08823529411765,54.6764705882353,42,0.75,71.7272727272727,70,4.78787878787879,54,53,42,68,14.969696969697,3.78787878787879,55.3030303030303,45,6,11,-5,0.888452679365372,0.796767406079686
1181,1407,2017,0.833333333333333,80.6571428571429,79,10.8285714285714,58,59,42,70,13.0857142857143,4.48571428571429,59.9142857142857,47,0.857142857142857,75.7352941176471,75.5,3.61764705882353,57.0294117647059,56,42,71,12.2352941176471,3.38235294117647,58.3529411764706,44,2,15,-13,1.57136094470599,0.878435452494039
1242,1413,2017,0.666666666666667,82.71875,83.5,10.34375,60.71875,61,52,71,16.28125,4.6875,61.5,47,0.8,69.375,68.5,0.5,55.6875,56,44,65,12.5,3.5,57.0625,47,1,16,-15,1.98001167569466,NA
1246,1297,2017,1,85.9411764705882,87,14.3529411764706,63.2941176470588,61.5,44,84,15.5294117647059,5.29411764705882,60.6176470588235,47,1,74.875,75.5,3.03125,57.15625,56.5,45,70,13.40625,2.59375,59.46875,46,2,15,-13,1.32918823478621,0.818360535909935
1257,1240,2017,0.333333333333333,77.53125,77,11.6875,61.28125,60.5,44,78,13.59375,5.46875,55.9375,47,1,69.03125,68,0.875,53.5,53.5,38,65,13.8125,3.65625,55.125,39,2,15,-13,1.0540990737969,0.896123305462796
1276,1329,2017,0.833333333333333,74.8,75,9.25714285714286,54.4285714285714,54,48,74,13.8,2.77142857142857,53.6857142857143,43,0,85.0322580645161,83,7.2258064516129,61.9354838709677,62,40,77,14.6774193548387,3,56.1935483870968,39,7,10,-3,1.02436875184483,0.739766044605037
1277,1274,2017,0.25,71.7272727272727,73,3.36363636363636,55.0606060606061,54,46,67,16.969696969697,4.78787878787879,57.969696969697,51,0.25,69.375,71.5,5.6875,54.625,54.5,38,68,11.90625,3.875,55.125,37,9,8,1,0.864007610541919,0.651158065493724
1314,1411,2017,0.5,84.3333333333333,85,13.4242424242424,65.9090909090909,65,48,79,18.2121212121212,3.21212121212121,59.2424242424242,48,1,74.3823529411765,74,2.58823529411765,57.5588235294118,58,39,74,11.8235294117647,3.14705882352941,59.9705882352941,41,1,16,-15,1.43215013402668,0.680029909432751
1332,1233,2017,0.75,78.6666666666667,79,13.3030303030303,58.0606060606061,57,46,90,16.3333333333333,6.54545454545455,58.7272727272727,50,1,80.4705882352941,79,4.11764705882353,61.5,61,49,79,15.6176470588235,2.97058823529412,62.3529411764706,43,3,14,-11,1.14671112431217,0.911808665425271
1348,1166,2017,1,73.3636363636364,73,8.48484848484848,57.6060606060606,58,43,77,13.4242424242424,6.09090909090909,53.3030303030303,43,0.6,81.5454545454545,82,8.93939393939394,60.3636363636364,59,52,71,17.2424242424242,2.93939393939394,60.8787878787879,47,11,6,5,0.945162906545387,1.06497145194621
1376,1266,2017,0.333333333333333,71.4838709677419,70,6.93548387096774,59.0645161290323,58,46,88,12.4193548387097,3.67741935483871,52.3870967741936,43,0.666666666666667,82.5161290322581,83,7.51612903225806,59.1935483870968,60,48,74,16.5483870967742,3.61290322580645,58.1612903225806,49,7,10,-3,0.818310948225165,0.86228244795545
1417,1245,2017,0.75,90.3636363636364,87,15.030303030303,64.969696969697,64,58,78,21.4848484848485,5.39393939393939,66.030303030303,51,0.833333333333333,75.9117647058823,71.5,3.08823529411765,63.3235294117647,62.5,49,85,12.2647058823529,3.67647058823529,59.1470588235294,46,3,14,-11,1.21912364136141,NA
1425,1374,2017,0.75,78.6969696969697,78,5.51515151515152,59.9090909090909,59,46,81,15.3030303030303,5.42424242424242,62.8484848484849,50,1,74.5294117647059,74,14.7058823529412,55.2647058823529,54.5,44,70,16.3529411764706,3.44117647058824,55.2352941176471,49,11,6,5,0.88129293114959,0.886542385192403
1455,1173,2017,1,81.9090909090909,82,19.3030303030303,58.9393939393939,60,50,76,16.4242424242424,3.78787878787879,55.6969696969697,44,0.333333333333333,75.9666666666667,76,9.2,54.8333333333333,56,44,68,15.7333333333333,3.8,55.6333333333333,47,10,7,3,0.787046934281871,1.23061813117771
1112,1388,2017,1,76.2647058823529,76.5,10.8235294117647,55.0882352941176,54,45,72,13.7941176470588,3.23529411764706,57.2058823529412,46,0.666666666666667,72,72,15.5,53.0625,52.5,40,68,16.75,3.1875,52.375,42,2,7,-5,1.31501283621296,0.989886134192943
